id,deck,question,answer,tags,created_at
559,"默认牌组","白术","健脾益气、燥湿利水、止汗安胎","","2026-02-27T07:50:18.458Z"
560,"默认牌组","山药","补脾养胃、生津益肺、补肾涩精","","2026-02-27T07:50:18.458Z"
561,"默认牌组","甘草","补脾益气、清热解毒、祛痰止咳、缓急止痛、调和诸药","","2026-02-27T07:50:18.458Z"
562,"默认牌组","补阳药","鹿茸、紫河车、淫羊藿、仙茅、杜仲、续断、肉苁蓉、补骨脂、益智仁、菟丝子、沙苑子、蛤蚧、冬虫夏草","","2026-02-27T07:50:18.458Z"
563,"默认牌组","鹿茸","补肾阳、益精血、强筋骨、调冲任、托疮毒","","2026-02-27T07:50:18.458Z"
564,"默认牌组","紫河车","温肾补精、益气养血","","2026-02-27T07:50:18.458Z"
565,"默认牌组","淫羊藿","补肾阳、强筋骨、祛风湿","","2026-02-27T07:50:18.458Z"
566,"默认牌组","仙茅","补肾阳、强筋骨、祛寒湿","","2026-02-27T07:50:18.458Z"
567,"默认牌组","杜仲","补肝肾、强筋骨、安胎","","2026-02-27T07:50:18.458Z"
568,"默认牌组","续断","补肝肾、强筋骨、续折伤、止崩漏","","2026-02-27T07:50:18.458Z"
569,"默认牌组","肉苁蓉","补肾阳、益精血、润肠通便","","2026-02-27T07:50:18.458Z"
570,"默认牌组","补骨脂","温肾助阳、纳气平喘、温脾止泻、外用消风祛斑","","2026-02-27T07:50:18.458Z"
571,"默认牌组","益智仁","温肾固精缩尿、温脾止泻摄唾","","2026-02-27T07:50:18.458Z"
572,"默认牌组","菟丝子","补益肝肾、固精缩尿、安胎明目、止泻、外用消风祛斑","","2026-02-27T07:50:18.458Z"
573,"默认牌组","沙苑子","补肾助阳、固精缩尿、养肝明目","","2026-02-27T07:50:18.458Z"
574,"默认牌组","蛤蚧","补肺益肾、纳气定喘、助阳益精","","2026-02-27T07:50:18.458Z"
575,"默认牌组","冬虫夏草","补肾益肺、止血化痰","","2026-02-27T07:50:18.458Z"
576,"默认牌组","补血药","当归、熟地、白芍、阿胶","","2026-02-27T07:50:18.458Z"
577,"默认牌组","当归","补血活血、调经止痛、润肠通便","","2026-02-27T07:50:18.458Z"
578,"默认牌组","熟地","补血滋阴、益精填髓","","2026-02-27T07:50:18.458Z"
579,"默认牌组","白芍","养血调经、敛阴止汗、柔肝止痛、平抑肝阳","","2026-02-27T07:50:18.458Z"
580,"默认牌组","阿胶","补血滋阴、润燥止血","","2026-02-27T07:50:18.458Z"
581,"默认牌组","补阴药","南沙参、百合、麦冬、石斛、玉竹、黄精、枸杞子、墨旱莲、女贞子、龟甲、鳖甲","","2026-02-27T07:50:18.458Z"
582,"默认牌组","南沙参","养阴清肺、益胃生津、化痰益气","","2026-02-27T07:50:18.458Z"
583,"默认牌组","百合","养阴润肺、清心安神","","2026-02-27T07:50:18.458Z"
584,"默认牌组","麦冬","养阴润肺、益胃生津、清心除烦","","2026-02-27T07:50:18.458Z"
585,"默认牌组","石斛","益胃生津、滋阴清热","","2026-02-27T07:50:18.458Z"
586,"默认牌组","玉竹","养阴润燥、生津止渴","","2026-02-27T07:50:18.458Z"
587,"默认牌组","黄精","补气养阴、生津润肺、益肾","","2026-02-27T07:50:18.458Z"
588,"默认牌组","枸杞子","滋补肝肾、益精明目","","2026-02-27T07:50:18.458Z"
589,"默认牌组","墨旱莲","滋补肝肾、凉血止血","","2026-02-27T07:50:18.458Z"
590,"默认牌组","女贞子","滋补肝肾、明目乌发","","2026-02-27T07:50:18.458Z"
591,"默认牌组","龟甲","滋阴潜阳、益肾强骨、养血补心、固经止崩","","2026-02-27T07:50:18.458Z"
592,"默认牌组","鳖甲","滋阴潜阳、退热除蒸、软坚散结","","2026-02-27T07:50:18.458Z"
593,"默认牌组","固表止汗药","麻黄根","","2026-02-27T07:50:18.458Z"
594,"默认牌组","麻黄根","固表止汗","","2026-02-27T07:50:18.458Z"
595,"默认牌组","敛肺涩肠药","五味子、乌梅、诃子、肉豆蔻","","2026-02-27T07:50:18.458Z"
596,"默认牌组","五味子","收敛固涩、益气生津、补肾宁心","","2026-02-27T07:50:18.458Z"
597,"默认牌组","乌梅","敛肺涩肠、生津安蛔","","2026-02-27T07:50:18.458Z"
598,"默认牌组","诃子","涩肠止泻、敛肺止咳、降火利咽","","2026-02-27T07:50:18.458Z"
599,"默认牌组","肉豆蔻","温中行气、涩肠止泻","","2026-02-27T07:50:18.458Z"
600,"默认牌组","固精缩尿止带药","山茱萸、桑螵蛸、海螵蛸、莲子、芡实","","2026-02-27T07:50:18.458Z"
601,"默认牌组","山茱萸","补益肝肾、收涩固脱","","2026-02-27T07:50:18.458Z"
602,"默认牌组","桑螵蛸","固精缩尿、平补助阳","","2026-02-27T07:50:18.458Z"
603,"默认牌组","海螵蛸","收敛止血、涩精止带，制酸止痛、收湿敛疮","","2026-02-27T07:50:18.458Z"
604,"默认牌组","莲子","补脾止泻、止带、益肾涩精、养心安神","","2026-02-27T07:50:18.458Z"
605,"默认牌组","芡实","益肾固精、补脾止泻、除湿止带","","2026-02-27T07:50:18.458Z"
607,"默认牌组","麻黄","发汗解表、宣肺平喘、利水消肿","","2026-02-27T07:55:23.006Z"
608,"默认牌组","桂枝","发汗解肌、温通经脉、助阳化气、平冲降逆","","2026-02-27T07:55:23.006Z"
609,"默认牌组","紫苏叶","解表散寒、行气和胃、安胎","","2026-02-27T07:55:23.006Z"
610,"默认牌组","生姜","解表散寒、温中止呕、化痰止咳、解鱼蟹毒","","2026-02-27T07:55:23.006Z"
611,"默认牌组","香薷","发汗解表、化湿和中、利水消肿","","2026-02-27T07:55:23.006Z"
612,"默认牌组","荆芥","解表散风、透疹消疮","","2026-02-27T07:55:23.006Z"
613,"默认牌组","防风","祛风解表、胜湿止痛、止痉","","2026-02-27T07:55:23.006Z"
614,"默认牌组","羌活","解表散寒、祛风除湿、止痛","","2026-02-27T07:55:23.006Z"
615,"默认牌组","白芷","解表散寒、祛风止痛、宣通鼻窍、燥湿止带、消肿排脓","","2026-02-27T07:55:23.006Z"
616,"默认牌组","细辛","解表散寒、祛风止痛、通窍、温肺化饮","","2026-02-27T07:55:23.006Z"
617,"默认牌组","藁本","祛风散寒、除湿止痛","","2026-02-27T07:55:23.006Z"
618,"默认牌组","发散风热药","薄荷、牛蒡子、蝉蜕、桑叶、菊花、柴胡、升麻、葛根","","2026-02-27T07:55:23.006Z"
619,"默认牌组","薄荷","疏散风热、清利头目、利咽透疹、疏肝行气","","2026-02-27T07:55:23.006Z"
620,"默认牌组","牛蒡子","疏散风热、宣肺透疹、解毒利咽","","2026-02-27T07:55:23.006Z"
621,"默认牌组","蝉蜕","疏散风热、利咽开音、透疹、明目退翳、解痉","","2026-02-27T07:55:23.006Z"
622,"默认牌组","桑叶","疏散风热、平抑肝阳、清肝明目、清肺润燥","","2026-02-27T07:55:23.006Z"
623,"默认牌组","菊花","疏散风热、平抑肝阳、清肝明目、清热解毒","","2026-02-27T07:55:23.006Z"
624,"默认牌组","柴胡","疏散退热、疏肝解郁、升举阳气","","2026-02-27T07:55:23.006Z"
625,"默认牌组","升麻","发表透疹、清热解毒、升举阳气","","2026-02-27T07:55:23.006Z"
626,"默认牌组","葛根","解肌退热、生津止渴、透疹、升阳止泻、通经活络、解酒毒","","2026-02-27T07:55:23.006Z"
627,"默认牌组","清热泻火药","石膏、知母、芦根、天花粉、栀子、夏枯草、决明子","","2026-02-27T07:55:23.006Z"
628,"默认牌组","石膏","清热泻火、除烦止渴、收湿生肌、敛疮止血","","2026-02-27T07:55:23.006Z"
629,"默认牌组","知母","清热泻火、滋阴润燥","","2026-02-27T07:55:23.006Z"
630,"默认牌组","芦根","清热泻火、生津止渴、除烦止呕、利尿","","2026-02-27T07:55:23.006Z"
631,"默认牌组","天花粉","清热泻火、生津止渴、消肿排脓","","2026-02-27T07:55:23.006Z"
632,"默认牌组","栀子","泻火除烦、清热利湿、凉血解毒、外用消肿止痛","","2026-02-27T07:55:23.006Z"
633,"默认牌组","夏枯草","清肝泻火、明目、散结消肿","","2026-02-27T07:55:23.006Z"
634,"默认牌组","决明子","清肝明目、润肠通便","","2026-02-27T07:55:23.006Z"
635,"默认牌组","清热燥湿药","黄芩、黄连、黄柏、龙胆、白鲜皮","","2026-02-27T07:55:23.006Z"
636,"默认牌组","黄芩","清热燥湿、泻火解毒、止血安胎","","2026-02-27T07:55:23.006Z"
637,"默认牌组","黄连","清热燥湿、泻火解毒","","2026-02-27T07:55:23.006Z"
638,"默认牌组","黄柏","清热燥湿、泻火解毒、除骨蒸","","2026-02-27T07:55:23.006Z"
639,"默认牌组","龙胆","清热燥湿、泻肝胆火","","2026-02-27T07:55:23.006Z"
640,"默认牌组","白鲜皮","清热燥湿、祛风解毒","","2026-02-27T07:55:23.006Z"
641,"默认牌组","清热解毒药","金银花、连翘、大青叶、板蓝根、青黛、贯众、蒲公英、紫花地丁、重楼、土茯苓、鱼腥草、大血藤、败酱草、射干、白头翁、马齿苋、鸦胆子","","2026-02-27T07:55:23.006Z"
642,"默认牌组","金银花","清热解毒、疏散风热","","2026-02-27T07:55:23.006Z"
643,"默认牌组","连翘","清热解毒、消肿散结、疏散风热","","2026-02-27T07:55:23.006Z"
644,"默认牌组","大青叶","清热解毒、凉血消斑","","2026-02-27T07:55:23.006Z"
645,"默认牌组","板蓝根","清热解毒、凉血利咽","","2026-02-27T07:55:23.006Z"
646,"默认牌组","青黛","清热解毒、凉血消斑、泻火定惊","","2026-02-27T07:55:23.006Z"
647,"默认牌组","贯众","清热解毒、止血杀虫","","2026-02-27T07:55:23.006Z"
648,"默认牌组","蒲公英","清热解毒、消肿散结、利湿通淋","","2026-02-27T07:55:23.006Z"
649,"默认牌组","紫花地丁","清热解毒、凉血消肿","","2026-02-27T07:55:23.006Z"
650,"默认牌组","重楼","清热解毒、消肿止痛、凉肝定惊","","2026-02-27T07:55:23.006Z"
651,"默认牌组","土茯苓","解毒除湿、通利关节","","2026-02-27T07:55:23.006Z"
652,"默认牌组","鱼腥草","清热解毒、消痈排脓、利尿通淋","","2026-02-27T07:55:23.006Z"
653,"默认牌组","大血藤","清热解毒、凉血、祛风止痛","","2026-02-27T07:55:23.006Z"
654,"默认牌组","败酱草","清热解毒、消痈排脓、祛瘀止痛","","2026-02-27T07:55:23.006Z"
655,"默认牌组","射干","清热解毒、消痰利咽","","2026-02-27T07:55:23.006Z"
656,"默认牌组","白头翁","清热解毒、凉血止痢","","2026-02-27T07:55:23.006Z"
657,"默认牌组","马齿苋","清热解毒、凉血止血、止痢","","2026-02-27T07:55:23.006Z"
658,"默认牌组","鸦胆子","清热解毒、截疟止痢、外用腐蚀赘疣","","2026-02-27T07:55:23.006Z"
659,"默认牌组","清热凉血药","生地黄、玄参、牡丹皮、赤芍","","2026-02-27T07:55:23.006Z"
660,"默认牌组","生地黄","清热凉血、养阴生津","","2026-02-27T07:55:23.006Z"
661,"默认牌组","玄参","清热凉血、滋阴降火、解毒散结","","2026-02-27T07:55:23.006Z"
662,"默认牌组","牡丹皮","清热凉血、活血化瘀","","2026-02-27T07:55:23.006Z"
663,"默认牌组","赤芍","清热凉血、散瘀止痛","","2026-02-27T07:55:23.006Z"
664,"默认牌组","清虚热药","青蒿、地骨皮、银柴胡、胡黄连","","2026-02-27T07:55:23.006Z"
665,"默认牌组","青蒿","清虚热、除骨蒸、解暑热、截疟退黄","","2026-02-27T07:55:23.006Z"
666,"默认牌组","地骨皮","凉血除蒸、清肺降火","","2026-02-27T07:55:23.006Z"
667,"默认牌组","银柴胡","清虚热、除疳热","","2026-02-27T07:55:23.006Z"
668,"默认牌组","胡黄连","退虚热、除疳热、清湿热","","2026-02-27T07:55:23.006Z"
669,"默认牌组","攻下药","大黄、芒硝、番泻叶","","2026-02-27T07:55:23.006Z"
670,"默认牌组","大黄","泻下攻积、清热泻火、凉血解毒、逐瘀通经、利湿退黄","","2026-02-27T07:55:23.006Z"
671,"默认牌组","芒硝","泻下通便、润燥软坚、清火消肿","","2026-02-27T07:55:23.006Z"
672,"默认牌组","番泻叶","泻热行滞、通便利水","","2026-02-27T07:55:23.006Z"
673,"默认牌组","润下药","火麻仁、郁李仁","","2026-02-27T07:55:23.006Z"
674,"默认牌组","火麻仁","润肠通便","","2026-02-27T07:55:23.006Z"
675,"默认牌组","郁李仁","润肠通便、下气利水","","2026-02-27T07:55:23.006Z"
676,"默认牌组","峻下逐水药","甘遂、京大戟、芫花、巴豆霜","","2026-02-27T07:55:23.006Z"
677,"默认牌组","甘遂","泻水逐饮、消肿散结","","2026-02-27T07:55:23.006Z"
678,"默认牌组","京大戟","泻水逐饮、消肿散结","","2026-02-27T07:55:23.006Z"
679,"默认牌组","芫花","泻水逐饮、外用杀虫疗疮","","2026-02-27T07:55:23.006Z"
680,"默认牌组","巴豆霜","峻下冷积、逐水退肿、豁痰利咽、外用蚀疮","","2026-02-27T07:55:23.006Z"
681,"默认牌组","祛风寒湿药","独活、威灵仙、川乌、蕲蛇、木瓜、蚕沙、伸筋草","","2026-02-27T07:55:23.006Z"
682,"默认牌组","独活","祛风除湿、通痹止痛、解表","","2026-02-27T07:55:23.006Z"
683,"默认牌组","威灵仙","祛风湿、通经络、止痛、消骨鲠","","2026-02-27T07:55:23.006Z"
684,"默认牌组","川乌","祛风除湿、温经止痛","","2026-02-27T07:55:23.006Z"
685,"默认牌组","蕲蛇","祛风通络、止痉","","2026-02-27T07:55:23.006Z"
686,"默认牌组","木瓜","舒筋活络、和胃化湿","","2026-02-27T07:55:23.006Z"
687,"默认牌组","蚕沙","祛风湿、和胃化湿","","2026-02-27T07:55:23.006Z"
688,"默认牌组","伸筋草","祛风除湿、舒筋活络","","2026-02-27T07:55:23.006Z"
689,"默认牌组","祛风湿热药","秦艽、防己","","2026-02-27T07:55:23.006Z"
690,"默认牌组","秦艽","祛风湿、清湿热、止痹痛、退虚热","","2026-02-27T07:55:23.006Z"
691,"默认牌组","防己","祛风止痛、利水消肿","","2026-02-27T07:55:23.006Z"
692,"默认牌组","祛风湿强筋骨药","五加皮、桑寄生、狗脊","","2026-02-27T07:55:23.006Z"
693,"默认牌组","五加皮","祛风除湿、补益肝肾、强筋壮骨、利水消肿","","2026-02-27T07:55:23.006Z"
694,"默认牌组","桑寄生","祛风湿、补肝肾、强筋骨、安胎元","","2026-02-27T07:55:23.006Z"
695,"默认牌组","狗脊","祛风湿、补肝肾、强腰膝","","2026-02-27T07:55:23.006Z"
696,"默认牌组","化湿药","广藿香、佩兰、苍术、厚朴、砂仁、豆蔻","","2026-02-27T07:55:23.006Z"
697,"默认牌组","广藿香","芳香化湿、和中止呕、发表解暑","","2026-02-27T07:55:23.006Z"
698,"默认牌组","佩兰","芳香化湿、醒脾开胃、发表解暑","","2026-02-27T07:55:23.006Z"
699,"默认牌组","苍术","燥湿健脾、祛风散寒、明目","","2026-02-27T07:55:23.006Z"
700,"默认牌组","厚朴","燥湿消痰、下气除满","","2026-02-27T07:55:23.006Z"
701,"默认牌组","砂仁","化湿开胃、温脾止泻、理气安胎","","2026-02-27T07:55:23.006Z"
702,"默认牌组","豆蔻","化湿行气、温中止呕、开胃消食","","2026-02-27T07:55:23.006Z"
703,"默认牌组","利水消肿药","茯苓、薏苡仁、泽泻、冬瓜皮","","2026-02-27T07:55:23.006Z"
704,"默认牌组","茯苓","利水渗湿、健脾宁心","","2026-02-27T07:55:23.006Z"
705,"默认牌组","薏苡仁","利水渗湿、健脾止泻、除痹排脓、解毒散结","","2026-02-27T07:55:23.006Z"
706,"默认牌组","泽泻","利水渗湿、泻热、化浊降脂","","2026-02-27T07:55:23.006Z"
707,"默认牌组","冬瓜皮","利尿消肿、清热解暑","","2026-02-27T07:55:23.006Z"
708,"默认牌组","利尿通淋药","车前子、滑石、木通、通草、海金沙、石韦、萆薢","","2026-02-27T07:55:23.006Z"
709,"默认牌组","车前子","清热利尿通淋、渗湿止泻、明目祛痰","","2026-02-27T07:55:23.006Z"
710,"默认牌组","滑石","利尿通淋、清热解暑、外用祛湿敛疮","","2026-02-27T07:55:23.006Z"
711,"默认牌组","木通","利尿通淋、清心除烦、通经下乳","","2026-02-27T07:55:23.006Z"
712,"默认牌组","通草","清热利尿、通气下乳","","2026-02-27T07:55:23.006Z"
713,"默认牌组","海金沙","清热利湿、通淋止痛","","2026-02-27T07:55:23.006Z"
714,"默认牌组","石韦","利尿通淋、清肺止咳、凉血止血","","2026-02-27T07:55:23.006Z"
715,"默认牌组","萆薢","利湿去浊、祛风除痹","","2026-02-27T07:55:23.006Z"
716,"默认牌组","利湿退黄药","茵陈、金钱草、虎杖","","2026-02-27T07:55:23.006Z"
717,"默认牌组","茵陈","清热利湿、利胆退黄","","2026-02-27T07:55:23.006Z"
718,"默认牌组","金钱草","利湿退黄、利尿通淋、解毒消肿","","2026-02-27T07:55:23.006Z"
719,"默认牌组","虎杖","利湿退黄、清热解毒、散瘀止痛、止咳化痰","","2026-02-27T07:55:23.006Z"
720,"默认牌组","温里药","附子、干姜、肉桂、吴茱萸、小茴香、丁香、花椒","","2026-02-27T07:55:23.006Z"
721,"默认牌组","附子","回阳救逆、补火助阳、散寒止痛","","2026-02-27T07:55:23.006Z"
722,"默认牌组","干姜","温中散寒、回阳通脉、温肺化饮","","2026-02-27T07:55:23.006Z"
723,"默认牌组","肉桂","补火助阳、散寒止痛、温通经脉、引火归元","","2026-02-27T07:55:23.006Z"
724,"默认牌组","吴茱萸","散寒止痛、降逆止呕、助阳止泻","","2026-02-27T07:55:23.006Z"
725,"默认牌组","小茴香","散寒止痛、理气和胃","","2026-02-27T07:55:23.006Z"
726,"默认牌组","丁香","温中降逆、补肾助阳","","2026-02-27T07:55:23.006Z"
727,"默认牌组","花椒","温中止痛、杀虫止痒","","2026-02-27T07:55:23.006Z"
728,"默认牌组","理气药","陈皮、青皮、枳实、木香、沉香、川楝子、乌药、香附、薤白、柿蒂","","2026-02-27T07:55:23.006Z"
729,"默认牌组","陈皮","理气健脾、燥湿化痰","","2026-02-27T07:55:23.006Z"
730,"默认牌组","青皮","疏肝破气、消积化滞","","2026-02-27T07:55:23.006Z"
731,"默认牌组","枳实","破气消积、化痰散痞","","2026-02-27T07:55:23.006Z"
732,"默认牌组","木香","行气止痛、健脾消食","","2026-02-27T07:55:23.006Z"
733,"默认牌组","沉香","行气止痛、温中止呕、纳气平喘","","2026-02-27T07:55:23.006Z"
734,"默认牌组","川楝子","行气止痛、疏肝泻热、杀虫","","2026-02-27T07:55:23.006Z"
735,"默认牌组","乌药","行气止痛、温肾散寒","","2026-02-27T07:55:23.006Z"
736,"默认牌组","香附","疏肝解郁、理气宽中、调经止痛","","2026-02-27T07:55:23.006Z"
737,"默认牌组","薤白","通阳散结、行气导滞","","2026-02-27T07:55:23.006Z"
738,"默认牌组","柿蒂","降气止呃","","2026-02-27T07:55:23.006Z"
739,"默认牌组","消食药","山楂、麦芽、莱菔子、鸡内金","","2026-02-27T07:55:23.006Z"
740,"默认牌组","山楂","消食健胃、行气散瘀、化浊降脂","","2026-02-27T07:55:23.006Z"
741,"默认牌组","麦芽","行气消食、健脾开胃、回乳消胀","","2026-02-27T07:55:23.006Z"
742,"默认牌组","莱菔子","消食除胀、降气化痰","","2026-02-27T07:55:23.006Z"
743,"默认牌组","鸡内金","健胃消食、涩精止遗、通淋化石","","2026-02-27T07:55:23.006Z"
744,"默认牌组","凉血止血药","大蓟、地榆、槐花、侧柏叶、白茅根、苎麻根","","2026-02-27T07:55:23.006Z"
745,"默认牌组","大蓟","凉血止血、散瘀解毒消痈","","2026-02-27T07:55:23.006Z"
746,"默认牌组","地榆","凉血止血、解毒敛疮","","2026-02-27T07:55:23.006Z"
747,"默认牌组","槐花","凉血止血、清肝泻火","","2026-02-27T07:55:23.006Z"
748,"默认牌组","侧柏叶","凉血止血、化痰止咳、生发乌发","","2026-02-27T07:55:23.006Z"
749,"默认牌组","白茅根","凉血止血、清热利尿","","2026-02-27T07:55:23.006Z"
750,"默认牌组","苎麻根","凉血止血、安胎、清热解毒","","2026-02-27T07:55:23.006Z"
751,"默认牌组","化瘀止血药","三七、茜草、蒲黄","","2026-02-27T07:55:23.006Z"
752,"默认牌组","三七","散瘀止血、消肿定痛","","2026-02-27T07:55:23.006Z"
753,"默认牌组","茜草","凉血去瘀、止血通经","","2026-02-27T07:55:23.006Z"
754,"默认牌组","蒲黄","止血化瘀、通淋","","2026-02-27T07:55:23.006Z"
755,"默认牌组","收敛止血药","白芨、仙鹤草、棕榈炭、血余炭","","2026-02-27T07:55:23.006Z"
756,"默认牌组","白芨","收敛止血、消肿生机","","2026-02-27T07:55:23.006Z"
757,"默认牌组","仙鹤草","收敛止血、截疟止痢、解毒补虚","","2026-02-27T07:55:23.006Z"
758,"默认牌组","棕榈炭","收敛止血","","2026-02-27T07:55:23.006Z"
759,"默认牌组","血余炭","收敛止血、化瘀利尿","","2026-02-27T07:55:23.006Z"
760,"默认牌组","温经止血药","艾叶、炮姜","","2026-02-27T07:55:23.006Z"
761,"默认牌组","艾叶","温经止血、散寒止痛、调经安胎、外用祛湿止痒","","2026-02-27T07:55:23.006Z"
762,"默认牌组","炮姜","温经止血、温中止痛","","2026-02-27T07:55:23.006Z"
763,"默认牌组","活血止痛药","川芎、延胡索、郁金、姜黄、没药、五灵脂","","2026-02-27T07:55:23.006Z"
764,"默认牌组","川芎","活血行气、祛风止痛","","2026-02-27T07:55:23.006Z"
765,"默认牌组","延胡索","活血行气、止痛","","2026-02-27T07:55:23.006Z"
766,"默认牌组","郁金","活血止痛、行气解郁、清心凉血、利胆退黄","","2026-02-27T07:55:23.006Z"
767,"默认牌组","姜黄","破血行气、通络止痛","","2026-02-27T07:55:23.006Z"
768,"默认牌组","没药","散瘀定痛、消肿生机","","2026-02-27T07:55:23.006Z"
769,"默认牌组","五灵脂","活血定痛、化瘀止血","","2026-02-27T07:55:23.006Z"
770,"默认牌组","活血调经药","丹参、红花、桃仁、益母草、牛膝、鸡血藤","","2026-02-27T07:55:23.006Z"
771,"默认牌组","丹参","活血祛瘀、温经止痛、清心除烦、凉血消痈","","2026-02-27T07:55:23.006Z"
772,"默认牌组","红花","活血通经、散瘀止痛","","2026-02-27T07:55:23.006Z"
773,"默认牌组","桃仁","活血祛瘀、润肠通便、止咳平喘","","2026-02-27T07:55:23.006Z"
774,"默认牌组","益母草","活血调经、利尿消肿、清热解毒","","2026-02-27T07:55:23.006Z"
775,"默认牌组","牛膝","逐瘀通经、补肝肾、强筋骨、利尿通淋、引血下行","","2026-02-27T07:55:23.006Z"
776,"默认牌组","鸡血藤","活血补血、调经止痛、疏经活络","","2026-02-27T07:55:23.006Z"
777,"默认牌组","活血疗伤药","土鳖虫、骨碎补","","2026-02-27T07:55:23.006Z"
778,"默认牌组","土鳖虫","破血逐瘀、续筋接骨","","2026-02-27T07:55:23.006Z"
779,"默认牌组","骨碎补","活血疗伤止痛、补肾强骨、外用祛湿消斑","","2026-02-27T07:55:23.006Z"
780,"默认牌组","破血消癥药","莪术、三棱、水蛭、虻虫","","2026-02-27T07:55:23.006Z"
781,"默认牌组","莪术","破血行气、消积止痛","","2026-02-27T07:55:23.006Z"
782,"默认牌组","三棱","破血行气、消积止痛","","2026-02-27T07:55:23.006Z"
783,"默认牌组","水蛭","破血通经、逐瘀消癥","","2026-02-27T07:55:23.006Z"
784,"默认牌组","虻虫","破血逐瘀、消癥散积","","2026-02-27T07:55:23.006Z"
785,"默认牌组","温化寒痰药","半夏、天南星、白附子、芥子、皂荚、旋覆花","","2026-02-27T07:55:23.006Z"
786,"默认牌组","半夏","燥湿化痰、降逆止呕、消痞散结","","2026-02-27T07:55:23.006Z"
787,"默认牌组","天南星","燥湿化痰、祛风止痉、散结消肿","","2026-02-27T07:55:23.006Z"
788,"默认牌组","白附子","祛风痰、定惊慉、止痛、解毒散结","","2026-02-27T07:55:23.006Z"
789,"默认牌组","芥子","温肺豁痰利气、散结通络止痛","","2026-02-27T07:55:23.006Z"
790,"默认牌组","皂荚","祛痰开窍、散结消肿","","2026-02-27T07:55:23.006Z"
791,"默认牌组","旋覆花","降气消痰、行水止呕","","2026-02-27T07:55:23.006Z"
792,"默认牌组","清化热痰药","川贝母、浙贝母、瓜蒌、竹茹、竹沥、天竺黄、前胡、桔梗、海藻、昆布","","2026-02-27T07:55:23.006Z"
793,"默认牌组","川贝母","清热润肺、化痰止咳、散结消痈","","2026-02-27T07:55:23.006Z"
794,"默认牌组","浙贝母","清热化痰止咳、解毒散结消痈","","2026-02-27T07:55:23.006Z"
795,"默认牌组","瓜蒌","清热涤痰、宽胸散结、润燥滑肠","","2026-02-27T07:55:23.006Z"
796,"默认牌组","竹茹","清热化痰、除烦止呕","","2026-02-27T07:55:23.006Z"
797,"默认牌组","竹沥","清热豁痰、定惊利窍","","2026-02-27T07:55:23.006Z"
798,"默认牌组","天竺黄","清热豁痰、清心定惊","","2026-02-27T07:55:23.006Z"
799,"默认牌组","前胡","降气化痰、散风清热","","2026-02-27T07:55:23.006Z"
800,"默认牌组","桔梗","宣肺祛痰、利咽排脓","","2026-02-27T07:55:23.006Z"
801,"默认牌组","海藻","消痰软坚散结、利水消肿","","2026-02-27T07:55:23.006Z"
802,"默认牌组","昆布","消痰软坚散结、利水消肿","","2026-02-27T07:55:23.006Z"
803,"默认牌组","止咳平喘药","苦杏仁、紫苏子、百部、紫菀、款冬花、枇杷叶、桑白皮、葶苈子、白果","","2026-02-27T07:55:23.006Z"
804,"默认牌组","苦杏仁","止咳平喘、润肠通便","","2026-02-27T07:55:23.006Z"
805,"默认牌组","紫苏子","降气化痰、止咳平喘、润肠通便","","2026-02-27T07:55:23.006Z"
806,"默认牌组","百部","润肺下气止咳、杀虫灭虱","","2026-02-27T07:55:23.006Z"
807,"默认牌组","紫菀","润肺下气、化痰止咳","","2026-02-27T07:55:23.006Z"
808,"默认牌组","款冬花","润肺下气、化痰止咳","","2026-02-27T07:55:23.006Z"
809,"默认牌组","枇杷叶","清肺止咳、降逆止呕","","2026-02-27T07:55:23.006Z"
810,"默认牌组","桑白皮","泻肺平喘、利水消肿","","2026-02-27T07:55:23.006Z"
811,"默认牌组","葶苈子","泻肺平喘、行水消肿","","2026-02-27T07:55:23.006Z"
812,"默认牌组","白果","敛肺定喘、止带缩尿","","2026-02-27T07:55:23.006Z"
813,"默认牌组","重镇安神药","磁石、龙骨","","2026-02-27T07:55:23.006Z"
814,"默认牌组","磁石","镇惊安神、平肝潜阳、聪耳明目、纳气平喘","","2026-02-27T07:55:23.006Z"
815,"默认牌组","龙骨","镇惊安神、平肝潜阳、收敛固涩","","2026-02-27T07:55:23.006Z"
816,"默认牌组","养心安神药","酸枣仁、柏子仁、远志","","2026-02-27T07:55:23.006Z"
817,"默认牌组","酸枣仁","养心补肝、宁心安神、敛汗生津","","2026-02-27T07:55:23.006Z"
818,"默认牌组","柏子仁","养心安神、润肠通便、止汗","","2026-02-27T07:55:23.006Z"
819,"默认牌组","远志","安神益智、交通心肾、祛痰消肿","","2026-02-27T07:55:23.006Z"
820,"默认牌组","平抑肝阳药","石决明、珍珠母、牡蛎、代赭石、刺蒺藜","","2026-02-27T07:55:23.006Z"
821,"默认牌组","石决明","平肝潜阳、清肝明目","","2026-02-27T07:55:23.006Z"
822,"默认牌组","珍珠母","平肝潜阳、安神定惊、明目退翳","","2026-02-27T07:55:23.006Z"
823,"默认牌组","牡蛎","潜阳补阴、重镇安神、软坚散结、收敛固涩、制酸止痛","","2026-02-27T07:55:23.006Z"
824,"默认牌组","代赭石","平肝潜阳、重镇降逆、凉血止血","","2026-02-27T07:55:23.006Z"
825,"默认牌组","刺蒺藜","平肝解郁、活血祛风、明目止痒","","2026-02-27T07:55:23.006Z"
